-4.409129619598388672e-01,-2.607926428318023682e-01,-1.325921058654785156e+00
-8.691592216491699219e-01,1.866362452507019043e+00,3.372990131378173828e+00
-1.633428096771240234e+00,-3.149595260620117188e+00,2.202806949615478516e+00
2.962032318115234375e+00,7.935505509376525879e-01,1.000324845314025879e+00
2.981692552566528320e-01,3.093572616577148438e+00,-4.240537583827972412e-01
-3.391169071197509766e+00,9.034322500228881836e-01,2.508123219013214111e-01
1.900085657835006714e-01,1.257307052612304688e+00,-4.308214187622070312e+00
1.274346947669982910e+00,-2.686405420303344727e+00,7.191861420869827271e-02
-1.347893327474594116e-01,-4.984908699989318848e-01,1.676998853683471680e+00
-3.354943275451660156e+00,-2.258415460586547852e+00,1.638291478157043457e-01
1.930325388908386230e+00,-2.739844024181365967e-01,-2.723780870437622070e+00
-1.046890854835510254e+00,1.525859832763671875e+00,8.284585475921630859e-01
1.684179782867431641e+00,1.412112951278686523e+00,-1.197449207305908203e+00
1.867141723632812500e-01,-2.206839323043823242e+00,-2.338792085647583008e+00
-1.240476489067077637e+00,-1.811984777450561523e+00,5.816768854856491089e-02
1.887984037399291992e+00,-6.415472626686096191e-01,-2.417231351137161255e-01
-9.391566514968872070e-01,1.517184257507324219e+00,-2.425432682037353516e+00
-2.362822532653808594e+00,-5.632219910621643066e-01,1.412467360496520996e+00
-1.318024277687072754e+00,-5.198366641998291016e-01,-3.118151903152465820e+00
2.297436475753784180e+00,-1.556832075119018555e+00,1.456308007240295410e+00
5.727435350418090820e-01,1.559386253356933594e+00,1.944911003112792969e+00
-1.766489624977111816e+00,1.213573336601257324e+00,-8.180611133575439453e-01
5.380111336708068848e-01,4.838768839836120605e-01,1.445869952440261841e-01
1.590488791465759277e+00,1.028294637799263000e-01,1.788261175155639648e+00
3.225354850292205811e-01,-1.431675076484680176e+00,-3.628110587596893311e-01
-4.347183108329772949e-01,-1.512043476104736328e+00,2.919247388839721680e+00
5.887151360511779785e-01,9.645630717277526855e-01,-2.331231594085693359e+00
-1.979015588760375977e+00,-1.045896291732788086e+00,-1.169617772102355957e+00
-9.510814547538757324e-01,-3.111441731452941895e-01,3.734717667102813721e-01
-3.280672729015350342e-01,1.700132846832275391e+00,-6.587886810302734375e-01
8.303510546684265137e-01,-1.855475783348083496e+00,1.452814817428588867e+00
1.157993197441101074e+00,2.272894620895385742e+00,7.685238718986511230e-01
-4.547126889228820801e-01,4.508812725543975830e-01,2.775616884231567383e+00
-7.628925442695617676e-01,-2.401521682739257812e+00,1.338424801826477051e+00
1.172985434532165527e+00,-7.372117787599563599e-02,-1.524266719818115234e+00
1.143949389457702637e+00,-1.695010900497436523e+00,-1.472479581832885742e+00
-1.214613318443298340e+00,2.643949031829833984e+00,-1.711722970008850098e+00
-2.080339193344116211e+00,4.336860775947570801e-01,2.422538995742797852e-01
-9.253358840942382812e-02,-2.659443378448486328e+00,-1.102519750595092773e+00
7.707285881042480469e-01,-7.684378623962402344e-01,6.955578923225402832e-01
-1.531215906143188477e+00,-6.515688300132751465e-01,2.417414665222167969e+00
-1.160943269729614258e+00,2.514717578887939453e-01,1.559514522552490234e+00
-1.032212257385253906e+00,1.759952068328857422e+00,2.039389610290527344e+00
2.352619886398315430e+00,4.305412173271179199e-01,-8.751666545867919922e-01
-1.003839820623397827e-01,8.122149109840393066e-01,1.125198960304260254e+00
-3.876778185367584229e-01,2.826991558074951172e+00,5.369499325752258301e-01
-8.183465003967285156e-01,-1.163255453109741211e+00,-2.252040386199951172e+00
-2.636236906051635742e+00,-1.234779477119445801e+00,4.742994010448455811e-01
1.157914876937866211e+00,-1.370117902755737305e+00,-2.608096599578857422e+00
-1.517254114151000977e+00,1.062576193362474442e-02,-9.211726188659667969e-01
8.107642531394958496e-01,2.210175991058349609e+00,-9.964233636856079102e-01
2.477250099182128906e+00,-3.018576502799987793e-01,1.166832685470581055e+00
-3.788765370845794678e-01,-1.236457705497741699e+00,7.549303174018859863e-01
2.889523208141326904e-01,7.018842697143554688e-01,-1.254095911979675293e+00
-7.381622195243835449e-01,-1.364189147949218750e+00,-8.665419220924377441e-01
-1.151840567588806152e+00,4.813222885131835938e-01,-1.873203992843627930e+00
1.506817102432250977e+00,1.042464494705200195e+00,4.489998891949653625e-02
1.386969923973083496e+00,1.086159110069274902e+00,1.301509737968444824e+00
-5.561183691024780273e-01,4.236394166946411133e-01,-3.567178547382354736e-01
3.953292965888977051e-01,-3.409720063209533691e-01,-6.238923668861389160e-01
1.608472615480422974e-01,-1.266412138938903809e+00,-1.555450797080993652e+00
-1.181861877441406250e+00,-1.977410912513732910e+00,2.329693317413330078e+00
-1.885158300399780273e+00,-1.419543385505676270e+00,1.772296547889709473e+00
-1.251783818006515503e-01,-2.156011581420898438e+00,2.392513602972030640e-01
2.061369180679321289e+00,-1.598078131675720215e+00,9.992303699254989624e-02
1.268432617187500000e+00,1.449349373579025269e-01,-4.853112399578094482e-01
-1.673489692620933056e-03,1.860617399215698242e+00,-1.595277309417724609e+00
2.038825273513793945e+00,-9.555759429931640625e-01,-1.996110200881958008e+00
7.323843240737915039e-01,1.877509236335754395e+00,-6.285390257835388184e-02
-2.710494518280029297e+00,9.597979784011840820e-01,-9.921787977218627930e-01
9.737742543220520020e-01,-8.553174138069152832e-02,-2.616778373718261719e+00
-1.399651885032653809e+00,-6.773816347122192383e-01,1.268296360969543457e+00
1.206696391105651855e+00,-1.013004779815673828e+00,1.777310371398925781e+00
-7.630894780158996582e-01,2.507148981094360352e+00,-3.331022858619689941e-01
1.402673721313476562e-01,-5.118121206760406494e-02,-2.075134992599487305e+00
-1.185677945613861084e-01,1.953436136245727539e+00,8.341387510299682617e-01
6.327086091041564941e-01,1.112477555871009827e-01,1.825979351997375488e+00
1.541315555572509766e+00,-2.507038414478302002e-01,8.935673832893371582e-01
4.042469337582588196e-02,-1.691899597644805908e-01,7.687405943870544434e-01
